split,fname,cell_count
train,Part_3_1682_pathology_cervix_inflammatory+cells.png,1
train,Part_3_1683_pathology_cervix_neoplastic+cells.png,30
test,Part_3_1684_pathology_cervix_neoplastic+cells.png,28
test,Part_3_1684_pathology_cervix_inflammatory+cells.png,8
train,Part_3_1685_pathology_cervix_neoplastic+cells.png,27
train,Part_3_1685_pathology_cervix_inflammatory+cells.png,14
train,Part_3_1685_pathology_cervix_connective+tissue+cells.png,3
test,Part_3_1686_pathology_cervix_neoplastic+cells.png,29
test,Part_3_1686_pathology_cervix_inflammatory+cells.png,1
test,Part_3_1686_pathology_cervix_connective+tissue+cells.png,1
train,Part_3_1687_pathology_cervix_neoplastic+cells.png,33
train,Part_3_1687_pathology_cervix_inflammatory+cells.png,8
train,Part_3_1687_pathology_cervix_connective+tissue+cells.png,2
train,Part_3_1688_pathology_cervix_neoplastic+cells.png,32
train,Part_3_1688_pathology_cervix_inflammatory+cells.png,2
train,Part_3_1688_pathology_cervix_connective+tissue+cells.png,1
train,Part_3_1689_pathology_cervix_neoplastic+cells.png,26
train,Part_3_1689_pathology_cervix_inflammatory+cells.png,4
train,Part_3_1689_pathology_cervix_connective+tissue+cells.png,2
test,Part_3_1690_pathology_cervix_neoplastic+cells.png,24
test,Part_3_1690_pathology_cervix_inflammatory+cells.png,11
test,Part_3_1690_pathology_cervix_connective+tissue+cells.png,4
test,Part_3_1691_pathology_cervix_neoplastic+cells.png,31
test,Part_3_1691_pathology_cervix_inflammatory+cells.png,5
test,Part_3_1691_pathology_cervix_connective+tissue+cells.png,3
train,Part_3_1692_pathology_cervix_inflammatory+cells.png,25
train,Part_3_1692_pathology_cervix_connective+tissue+cells.png,23
train,Part_3_1693_pathology_cervix_connective+tissue+cells.png,30
train,Part_3_1694_pathology_cervix_inflammatory+cells.png,56
train,Part_3_1694_pathology_cervix_connective+tissue+cells.png,10
test,Part_3_1695_pathology_cervix_neoplastic+cells.png,3
test,Part_3_1695_pathology_cervix_inflammatory+cells.png,59
test,Part_3_1695_pathology_cervix_connective+tissue+cells.png,16
train,Part_3_1696_pathology_cervix_neoplastic+cells.png,41
test,Part_3_1697_pathology_cervix_neoplastic+cells.png,53
train,Part_3_1698_pathology_cervix_neoplastic+cells.png,53
train,Part_3_1699_pathology_cervix_neoplastic+cells.png,42
train,Part_3_1700_pathology_cervix_neoplastic+cells.png,38
train,Part_3_1701_pathology_colon_epithelial+cells.png,7
train,Part_3_1702_pathology_colon_inflammatory+cells.png,5
train,Part_3_1702_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1702_pathology_colon_epithelial+cells.png,12
train,Part_3_1703_pathology_colon_inflammatory+cells.png,2
train,Part_3_1703_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1703_pathology_colon_epithelial+cells.png,12
train,Part_3_1704_pathology_colon_inflammatory+cells.png,2
train,Part_3_1704_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1704_pathology_colon_epithelial+cells.png,12
test,Part_3_1705_pathology_colon_connective+tissue+cells.png,3
test,Part_3_1705_pathology_colon_epithelial+cells.png,19
test,Part_3_1706_pathology_colon_connective+tissue+cells.png,2
test,Part_3_1706_pathology_colon_epithelial+cells.png,9
train,Part_3_1707_pathology_colon_inflammatory+cells.png,4
train,Part_3_1707_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1707_pathology_colon_epithelial+cells.png,22
test,Part_3_1708_pathology_colon_connective+tissue+cells.png,1
test,Part_3_1708_pathology_colon_epithelial+cells.png,11
train,Part_3_1709_pathology_colon_inflammatory+cells.png,7
train,Part_3_1709_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1709_pathology_colon_epithelial+cells.png,3
test,Part_3_1710_pathology_colon_inflammatory+cells.png,7
test,Part_3_1710_pathology_colon_connective+tissue+cells.png,3
test,Part_3_1710_pathology_colon_epithelial+cells.png,9
train,Part_3_1711_pathology_colon_inflammatory+cells.png,10
train,Part_3_1711_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1711_pathology_colon_epithelial+cells.png,7
test,Part_3_1712_pathology_colon_inflammatory+cells.png,6
test,Part_3_1712_pathology_colon_connective+tissue+cells.png,3
test,Part_3_1712_pathology_colon_epithelial+cells.png,11
train,Part_3_1713_pathology_colon_inflammatory+cells.png,10
train,Part_3_1713_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1713_pathology_colon_epithelial+cells.png,11
test,Part_3_1714_pathology_colon_epithelial+cells.png,8
train,Part_3_1715_pathology_colon_inflammatory+cells.png,6
train,Part_3_1715_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1715_pathology_colon_epithelial+cells.png,10
train,Part_3_1716_pathology_colon_inflammatory+cells.png,10
train,Part_3_1716_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1716_pathology_colon_epithelial+cells.png,6
train,Part_3_1717_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1717_pathology_colon_epithelial+cells.png,9
train,Part_3_1718_pathology_colon_inflammatory+cells.png,4
train,Part_3_1718_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1718_pathology_colon_epithelial+cells.png,9
train,Part_3_1719_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1719_pathology_colon_epithelial+cells.png,7
train,Part_3_1720_pathology_colon_inflammatory+cells.png,4
train,Part_3_1720_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1720_pathology_colon_epithelial+cells.png,10
train,Part_3_1721_pathology_colon_inflammatory+cells.png,4
train,Part_3_1721_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1721_pathology_colon_epithelial+cells.png,10
train,Part_3_1722_pathology_colon_inflammatory+cells.png,17
train,Part_3_1722_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1722_pathology_colon_epithelial+cells.png,5
train,Part_3_1723_pathology_colon_connective+tissue+cells.png,6
train,Part_3_1723_pathology_colon_epithelial+cells.png,11
test,Part_3_1724_pathology_colon_connective+tissue+cells.png,10
test,Part_3_1724_pathology_colon_epithelial+cells.png,12
train,Part_3_1725_pathology_colon_neoplastic+cells.png,1
train,Part_3_1725_pathology_colon_inflammatory+cells.png,12
train,Part_3_1725_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1725_pathology_colon_epithelial+cells.png,1
train,Part_3_1726_pathology_colon_inflammatory+cells.png,14
train,Part_3_1726_pathology_colon_connective+tissue+cells.png,11
train,Part_3_1727_pathology_colon_inflammatory+cells.png,15
train,Part_3_1727_pathology_colon_connective+tissue+cells.png,11
train,Part_3_1727_pathology_colon_epithelial+cells.png,2
train,Part_3_1728_pathology_colon_inflammatory+cells.png,16
train,Part_3_1728_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1729_pathology_colon_epithelial+cells.png,2
test,Part_3_1730_pathology_colon_neoplastic+cells.png,12
test,Part_3_1730_pathology_colon_inflammatory+cells.png,7
test,Part_3_1730_pathology_colon_connective+tissue+cells.png,6
test,Part_3_1730_pathology_colon_dead+cells.png,1
test,Part_3_1730_pathology_colon_epithelial+cells.png,2
train,Part_3_1731_pathology_colon_neoplastic+cells.png,35
train,Part_3_1732_pathology_colon_inflammatory+cells.png,20
train,Part_3_1732_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1733_pathology_colon_inflammatory+cells.png,15
train,Part_3_1733_pathology_colon_connective+tissue+cells.png,3
test,Part_3_1734_pathology_colon_inflammatory+cells.png,1
test,Part_3_1734_pathology_colon_connective+tissue+cells.png,1
test,Part_3_1734_pathology_colon_epithelial+cells.png,21
train,Part_3_1735_pathology_colon_inflammatory+cells.png,9
train,Part_3_1735_pathology_colon_connective+tissue+cells.png,16
train,Part_3_1735_pathology_colon_epithelial+cells.png,2
train,Part_3_1736_pathology_colon_inflammatory+cells.png,5
train,Part_3_1736_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1736_pathology_colon_epithelial+cells.png,7
train,Part_3_1737_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1737_pathology_colon_epithelial+cells.png,17
test,Part_3_1738_pathology_colon_inflammatory+cells.png,5
test,Part_3_1738_pathology_colon_connective+tissue+cells.png,14
test,Part_3_1738_pathology_colon_epithelial+cells.png,6
train,Part_3_1739_pathology_colon_epithelial+cells.png,13
test,Part_3_1740_pathology_colon_inflammatory+cells.png,6
test,Part_3_1740_pathology_colon_connective+tissue+cells.png,5
test,Part_3_1740_pathology_colon_epithelial+cells.png,7
train,Part_3_1741_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1741_pathology_colon_epithelial+cells.png,10
train,Part_3_1742_pathology_colon_epithelial+cells.png,21
train,Part_3_1744_pathology_colon_neoplastic+cells.png,1
train,Part_3_1745_pathology_colon_neoplastic+cells.png,7
train,Part_3_1745_pathology_colon_inflammatory+cells.png,1
train,Part_3_1745_pathology_colon_connective+tissue+cells.png,2
test,Part_3_1746_pathology_colon_neoplastic+cells.png,2
test,Part_3_1746_pathology_colon_inflammatory+cells.png,1
test,Part_3_1746_pathology_colon_connective+tissue+cells.png,2
test,Part_3_1746_pathology_colon_epithelial+cells.png,11
train,Part_3_1747_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1747_pathology_colon_epithelial+cells.png,4
train,Part_3_1748_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1748_pathology_colon_epithelial+cells.png,10
train,Part_3_1749_pathology_colon_inflammatory+cells.png,1
train,Part_3_1749_pathology_colon_connective+tissue+cells.png,7
test,Part_3_1750_pathology_colon_connective+tissue+cells.png,9
train,Part_3_1751_pathology_colon_connective+tissue+cells.png,2
test,Part_3_1752_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1753_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1754_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1755_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1756_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1756_pathology_colon_epithelial+cells.png,9
train,Part_3_1758_pathology_colon_epithelial+cells.png,7
train,Part_3_1759_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1760_pathology_colon_neoplastic+cells.png,9
train,Part_3_1761_pathology_colon_epithelial+cells.png,11
train,Part_3_1762_pathology_colon_inflammatory+cells.png,3
train,Part_3_1762_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1762_pathology_colon_epithelial+cells.png,18
train,Part_3_1763_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1763_pathology_colon_epithelial+cells.png,20
train,Part_3_1764_pathology_colon_inflammatory+cells.png,10
train,Part_3_1764_pathology_colon_connective+tissue+cells.png,9
train,Part_3_1764_pathology_colon_epithelial+cells.png,5
train,Part_3_1765_pathology_colon_inflammatory+cells.png,1
train,Part_3_1765_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1765_pathology_colon_epithelial+cells.png,9
train,Part_3_1766_pathology_colon_inflammatory+cells.png,3
train,Part_3_1766_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1766_pathology_colon_epithelial+cells.png,8
test,Part_3_1767_pathology_colon_inflammatory+cells.png,6
test,Part_3_1767_pathology_colon_connective+tissue+cells.png,5
test,Part_3_1767_pathology_colon_epithelial+cells.png,7
train,Part_3_1768_pathology_colon_inflammatory+cells.png,13
train,Part_3_1768_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1768_pathology_colon_epithelial+cells.png,7
train,Part_3_1769_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1769_pathology_colon_epithelial+cells.png,3
train,Part_3_1770_pathology_colon_inflammatory+cells.png,3
train,Part_3_1770_pathology_colon_connective+tissue+cells.png,6
train,Part_3_1770_pathology_colon_epithelial+cells.png,10
train,Part_3_1771_pathology_colon_inflammatory+cells.png,2
train,Part_3_1771_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1771_pathology_colon_epithelial+cells.png,21
test,Part_3_1772_pathology_colon_connective+tissue+cells.png,3
test,Part_3_1772_pathology_colon_epithelial+cells.png,18
test,Part_3_1773_pathology_colon_connective+tissue+cells.png,1
test,Part_3_1773_pathology_colon_epithelial+cells.png,15
train,Part_3_1774_pathology_colon_inflammatory+cells.png,2
train,Part_3_1774_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1774_pathology_colon_epithelial+cells.png,10
train,Part_3_1775_pathology_colon_epithelial+cells.png,9
train,Part_3_1776_pathology_colon_epithelial+cells.png,6
train,Part_3_1778_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1781_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1782_pathology_colon_epithelial+cells.png,24
train,Part_3_1783_pathology_colon_inflammatory+cells.png,1
train,Part_3_1783_pathology_colon_epithelial+cells.png,50
train,Part_3_1784_pathology_colon_epithelial+cells.png,2
test,Part_3_1785_pathology_colon_inflammatory+cells.png,1
test,Part_3_1785_pathology_colon_connective+tissue+cells.png,13
test,Part_3_1785_pathology_colon_epithelial+cells.png,4
test,Part_3_1786_pathology_colon_inflammatory+cells.png,2
test,Part_3_1786_pathology_colon_connective+tissue+cells.png,3
test,Part_3_1786_pathology_colon_epithelial+cells.png,14
train,Part_3_1787_pathology_colon_inflammatory+cells.png,5
train,Part_3_1787_pathology_colon_connective+tissue+cells.png,11
train,Part_3_1787_pathology_colon_epithelial+cells.png,20
train,Part_3_1788_pathology_colon_inflammatory+cells.png,4
train,Part_3_1788_pathology_colon_connective+tissue+cells.png,15
train,Part_3_1788_pathology_colon_epithelial+cells.png,5
train,Part_3_1789_pathology_colon_inflammatory+cells.png,1
train,Part_3_1789_pathology_colon_connective+tissue+cells.png,14
train,Part_3_1789_pathology_colon_epithelial+cells.png,7
test,Part_3_1790_pathology_colon_connective+tissue+cells.png,10
test,Part_3_1790_pathology_colon_epithelial+cells.png,10
train,Part_3_1791_pathology_colon_inflammatory+cells.png,1
train,Part_3_1791_pathology_colon_epithelial+cells.png,8
test,Part_3_1792_pathology_colon_inflammatory+cells.png,2
test,Part_3_1792_pathology_colon_connective+tissue+cells.png,10
test,Part_3_1792_pathology_colon_epithelial+cells.png,11
test,Part_3_1793_pathology_colon_epithelial+cells.png,29
train,Part_3_1794_pathology_colon_inflammatory+cells.png,2
train,Part_3_1794_pathology_colon_connective+tissue+cells.png,24
train,Part_3_1794_pathology_colon_epithelial+cells.png,4
train,Part_3_1795_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1795_pathology_colon_epithelial+cells.png,20
train,Part_3_1796_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1796_pathology_colon_epithelial+cells.png,7
train,Part_3_1798_pathology_colon_inflammatory+cells.png,3
train,Part_3_1798_pathology_colon_connective+tissue+cells.png,19
train,Part_3_1798_pathology_colon_epithelial+cells.png,3
train,Part_3_1799_pathology_colon_inflammatory+cells.png,6
train,Part_3_1799_pathology_colon_connective+tissue+cells.png,11
test,Part_3_1800_pathology_colon_connective+tissue+cells.png,2
test,Part_3_1800_pathology_colon_epithelial+cells.png,7
train,Part_3_1801_pathology_colon_inflammatory+cells.png,1
train,Part_3_1801_pathology_colon_connective+tissue+cells.png,15
test,Part_3_1802_pathology_colon_inflammatory+cells.png,4
test,Part_3_1802_pathology_colon_connective+tissue+cells.png,12
test,Part_3_1802_pathology_colon_epithelial+cells.png,11
train,Part_3_1806_pathology_colon_inflammatory+cells.png,2
train,Part_3_1806_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1806_pathology_colon_epithelial+cells.png,7
train,Part_3_1807_pathology_colon_inflammatory+cells.png,14
train,Part_3_1807_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1807_pathology_colon_epithelial+cells.png,8
train,Part_3_1808_pathology_colon_inflammatory+cells.png,9
train,Part_3_1808_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1808_pathology_colon_epithelial+cells.png,10
test,Part_3_1809_pathology_colon_epithelial+cells.png,1
train,Part_3_1810_pathology_colon_inflammatory+cells.png,5
train,Part_3_1810_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1810_pathology_colon_epithelial+cells.png,11
train,Part_3_1811_pathology_colon_inflammatory+cells.png,12
train,Part_3_1811_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1811_pathology_colon_epithelial+cells.png,17
train,Part_3_1812_pathology_colon_inflammatory+cells.png,2
train,Part_3_1812_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1812_pathology_colon_epithelial+cells.png,8
train,Part_3_1813_pathology_colon_inflammatory+cells.png,7
train,Part_3_1813_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1813_pathology_colon_epithelial+cells.png,10
train,Part_3_1814_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1814_pathology_colon_epithelial+cells.png,17
train,Part_3_1815_pathology_colon_inflammatory+cells.png,11
train,Part_3_1815_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1815_pathology_colon_epithelial+cells.png,8
train,Part_3_1816_pathology_colon_inflammatory+cells.png,8
train,Part_3_1816_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1816_pathology_colon_epithelial+cells.png,12
test,Part_3_1817_pathology_colon_inflammatory+cells.png,7
test,Part_3_1817_pathology_colon_connective+tissue+cells.png,4
test,Part_3_1817_pathology_colon_epithelial+cells.png,12
train,Part_3_1818_pathology_colon_inflammatory+cells.png,11
train,Part_3_1818_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1818_pathology_colon_epithelial+cells.png,8
train,Part_3_1819_pathology_colon_inflammatory+cells.png,15
train,Part_3_1819_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1819_pathology_colon_epithelial+cells.png,4
train,Part_3_1820_pathology_colon_inflammatory+cells.png,8
train,Part_3_1820_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1820_pathology_colon_epithelial+cells.png,6
train,Part_3_1821_pathology_colon_inflammatory+cells.png,8
train,Part_3_1821_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1821_pathology_colon_epithelial+cells.png,7
train,Part_3_1822_pathology_colon_inflammatory+cells.png,5
train,Part_3_1822_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1822_pathology_colon_epithelial+cells.png,11
train,Part_3_1823_pathology_colon_epithelial+cells.png,2
train,Part_3_1824_pathology_colon_epithelial+cells.png,5
train,Part_3_1825_pathology_colon_inflammatory+cells.png,9
train,Part_3_1825_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1825_pathology_colon_epithelial+cells.png,4
train,Part_3_1826_pathology_colon_inflammatory+cells.png,15
train,Part_3_1826_pathology_colon_epithelial+cells.png,2
train,Part_3_1827_pathology_colon_inflammatory+cells.png,11
train,Part_3_1827_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1827_pathology_colon_epithelial+cells.png,14
test,Part_3_1828_pathology_colon_inflammatory+cells.png,11
test,Part_3_1828_pathology_colon_connective+tissue+cells.png,4
test,Part_3_1828_pathology_colon_epithelial+cells.png,8
train,Part_3_1829_pathology_colon_inflammatory+cells.png,2
train,Part_3_1829_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1829_pathology_colon_epithelial+cells.png,6
train,Part_3_1830_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1830_pathology_colon_epithelial+cells.png,12
train,Part_3_1831_pathology_colon_inflammatory+cells.png,1
train,Part_3_1831_pathology_colon_epithelial+cells.png,9
train,Part_3_1863_pathology_colon_neoplastic+cells.png,3
train,Part_3_1863_pathology_colon_inflammatory+cells.png,12
train,Part_3_1863_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1863_pathology_colon_epithelial+cells.png,8
test,Part_3_1864_pathology_colon_inflammatory+cells.png,14
test,Part_3_1864_pathology_colon_connective+tissue+cells.png,1
test,Part_3_1864_pathology_colon_epithelial+cells.png,12
train,Part_3_1865_pathology_colon_inflammatory+cells.png,4
train,Part_3_1865_pathology_colon_epithelial+cells.png,5
train,Part_3_1866_pathology_colon_inflammatory+cells.png,9
train,Part_3_1866_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1866_pathology_colon_epithelial+cells.png,4
train,Part_3_1867_pathology_colon_inflammatory+cells.png,17
train,Part_3_1867_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1867_pathology_colon_epithelial+cells.png,5
train,Part_3_1868_pathology_colon_inflammatory+cells.png,4
train,Part_3_1868_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1868_pathology_colon_epithelial+cells.png,15
train,Part_3_1869_pathology_colon_inflammatory+cells.png,15
train,Part_3_1869_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1869_pathology_colon_epithelial+cells.png,2
train,Part_3_1870_pathology_colon_inflammatory+cells.png,2
train,Part_3_1870_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1870_pathology_colon_epithelial+cells.png,7
test,Part_3_1871_pathology_colon_inflammatory+cells.png,9
test,Part_3_1871_pathology_colon_epithelial+cells.png,12
train,Part_3_1872_pathology_colon_inflammatory+cells.png,32
train,Part_3_1872_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1872_pathology_colon_epithelial+cells.png,2
train,Part_3_1873_pathology_colon_inflammatory+cells.png,24
train,Part_3_1873_pathology_colon_epithelial+cells.png,10
test,Part_3_1874_pathology_colon_inflammatory+cells.png,23
test,Part_3_1874_pathology_colon_connective+tissue+cells.png,2
test,Part_3_1874_pathology_colon_epithelial+cells.png,9
train,Part_3_1875_pathology_colon_inflammatory+cells.png,14
train,Part_3_1875_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1876_pathology_colon_inflammatory+cells.png,15
train,Part_3_1876_pathology_colon_epithelial+cells.png,12
train,Part_3_1877_pathology_colon_inflammatory+cells.png,17
train,Part_3_1877_pathology_colon_epithelial+cells.png,12
train,Part_3_1878_pathology_colon_inflammatory+cells.png,1
train,Part_3_1878_pathology_colon_epithelial+cells.png,1
train,Part_3_1879_pathology_colon_inflammatory+cells.png,19
train,Part_3_1879_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1880_pathology_colon_inflammatory+cells.png,13
train,Part_3_1880_pathology_colon_connective+tissue+cells.png,13
train,Part_3_1880_pathology_colon_epithelial+cells.png,2
train,Part_3_1881_pathology_colon_inflammatory+cells.png,6
train,Part_3_1881_pathology_colon_connective+tissue+cells.png,6
train,Part_3_1881_pathology_colon_epithelial+cells.png,3
train,Part_3_1882_pathology_colon_inflammatory+cells.png,2
train,Part_3_1882_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1882_pathology_colon_epithelial+cells.png,7
train,Part_3_1883_pathology_colon_inflammatory+cells.png,11
train,Part_3_1883_pathology_colon_connective+tissue+cells.png,11
train,Part_3_1884_pathology_colon_epithelial+cells.png,13
train,Part_3_1885_pathology_colon_epithelial+cells.png,4
train,Part_3_1886_pathology_colon_inflammatory+cells.png,1
train,Part_3_1886_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1886_pathology_colon_epithelial+cells.png,11
test,Part_3_1887_pathology_colon_inflammatory+cells.png,6
test,Part_3_1887_pathology_colon_connective+tissue+cells.png,11
train,Part_3_1888_pathology_colon_connective+tissue+cells.png,3
train,Part_3_1888_pathology_colon_epithelial+cells.png,8
train,Part_3_1889_pathology_colon_epithelial+cells.png,7
train,Part_3_1890_pathology_colon_inflammatory+cells.png,5
train,Part_3_1890_pathology_colon_connective+tissue+cells.png,10
train,Part_3_1890_pathology_colon_epithelial+cells.png,2
train,Part_3_1891_pathology_colon_inflammatory+cells.png,1
train,Part_3_1891_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1891_pathology_colon_epithelial+cells.png,11
train,Part_3_1892_pathology_colon_inflammatory+cells.png,1
train,Part_3_1892_pathology_colon_epithelial+cells.png,10
train,Part_3_1893_pathology_colon_epithelial+cells.png,13
train,Part_3_1895_pathology_colon_inflammatory+cells.png,4
train,Part_3_1895_pathology_colon_connective+tissue+cells.png,7
train,Part_3_1895_pathology_colon_epithelial+cells.png,7
train,Part_3_1898_pathology_colon_inflammatory+cells.png,1
train,Part_3_1898_pathology_colon_connective+tissue+cells.png,16
train,Part_3_1899_pathology_colon_inflammatory+cells.png,4
train,Part_3_1899_pathology_colon_connective+tissue+cells.png,25
train,Part_3_1900_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1901_pathology_colon_connective+tissue+cells.png,6
train,Part_3_1902_pathology_colon_connective+tissue+cells.png,14
test,Part_3_1903_pathology_colon_connective+tissue+cells.png,11
train,Part_3_1904_pathology_colon_connective+tissue+cells.png,12
train,Part_3_1905_pathology_colon_connective+tissue+cells.png,10
train,Part_3_1906_pathology_colon_connective+tissue+cells.png,6
train,Part_3_1907_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1908_pathology_colon_inflammatory+cells.png,4
train,Part_3_1908_pathology_colon_connective+tissue+cells.png,10
train,Part_3_1909_pathology_colon_inflammatory+cells.png,1
train,Part_3_1909_pathology_colon_connective+tissue+cells.png,12
train,Part_3_1910_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1911_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1912_pathology_colon_connective+tissue+cells.png,16
train,Part_3_1913_pathology_colon_connective+tissue+cells.png,21
train,Part_3_1914_pathology_colon_connective+tissue+cells.png,25
train,Part_3_1915_pathology_colon_inflammatory+cells.png,3
train,Part_3_1915_pathology_colon_connective+tissue+cells.png,10
train,Part_3_1916_pathology_colon_connective+tissue+cells.png,15
train,Part_3_1917_pathology_colon_connective+tissue+cells.png,16
train,Part_3_1918_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1918_pathology_colon_epithelial+cells.png,8
train,Part_3_1919_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1919_pathology_colon_epithelial+cells.png,9
train,Part_3_1920_pathology_colon_connective+tissue+cells.png,9
train,Part_3_1920_pathology_colon_epithelial+cells.png,11
train,Part_3_1921_pathology_colon_inflammatory+cells.png,2
train,Part_3_1921_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1921_pathology_colon_epithelial+cells.png,8
train,Part_3_1922_pathology_colon_epithelial+cells.png,13
train,Part_3_1923_pathology_colon_inflammatory+cells.png,1
train,Part_3_1923_pathology_colon_connective+tissue+cells.png,5
train,Part_3_1923_pathology_colon_epithelial+cells.png,12
train,Part_3_1924_pathology_colon_inflammatory+cells.png,1
train,Part_3_1924_pathology_colon_connective+tissue+cells.png,18
train,Part_3_1924_pathology_colon_epithelial+cells.png,2
train,Part_3_1925_pathology_colon_inflammatory+cells.png,2
train,Part_3_1925_pathology_colon_connective+tissue+cells.png,13
train,Part_3_1926_pathology_colon_inflammatory+cells.png,2
train,Part_3_1926_pathology_colon_connective+tissue+cells.png,16
train,Part_3_1927_pathology_colon_connective+tissue+cells.png,17
train,Part_3_1927_pathology_colon_epithelial+cells.png,6
train,Part_3_1928_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1928_pathology_colon_epithelial+cells.png,8
train,Part_3_1929_pathology_colon_epithelial+cells.png,6
train,Part_3_1930_pathology_colon_connective+tissue+cells.png,2
train,Part_3_1930_pathology_colon_epithelial+cells.png,23
train,Part_3_1931_pathology_colon_inflammatory+cells.png,1
train,Part_3_1931_pathology_colon_connective+tissue+cells.png,12
train,Part_3_1931_pathology_colon_epithelial+cells.png,11
train,Part_3_1932_pathology_colon_connective+tissue+cells.png,1
train,Part_3_1932_pathology_colon_epithelial+cells.png,20
train,Part_3_1933_pathology_colon_connective+tissue+cells.png,8
train,Part_3_1933_pathology_colon_epithelial+cells.png,17
train,Part_3_1934_pathology_colon_inflammatory+cells.png,1
train,Part_3_1934_pathology_colon_connective+tissue+cells.png,4
train,Part_3_1934_pathology_colon_epithelial+cells.png,14
train,Part_3_1935_pathology_colon_inflammatory+cells.png,1
train,Part_3_1935_pathology_colon_connective+tissue+cells.png,12
train,Part_3_1935_pathology_colon_epithelial+cells.png,8
train,Part_3_1936_pathology_colon_inflammatory+cells.png,1
